Trust Code,Trust Name,Commissioning Region,Trust Type,Status,Site Code,Site Name,Post Code,Integrated Care Board,Local Authority,Site Type,Tenure,Non Inpatient Type,Type of Lease,Depreciation (£),Public Dividend Capital (PDC) (£),Public Dividend Capital (PDC) - assets under construction (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),Estates and facilities finance costs (£),Gross internal floor area (m²),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants and cafés' (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area - Commercial (m²),Internal floor area - unoccupied site (m²),Buildings on site (No.),111 Contact Centre (m²),999 Contact Centre (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (m²),Patient Transport Sevices (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),Hazardous Area Response Team (HART) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (m²),Not functionally suitable - clinical space (m²),Floor area - empty (m²),Floor area - under used (m²),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Percentage of GIA surveyed using risk adjusted backlog guidance (Select),Methodology used to review costs to eradicate backlog (Select),Methodology used to review costs to eradicate backlog - Reason (Notes),Formal survey year (Select),Review year (Select),Investment to reduce backlog maintenance - Critical Infrastructure Risk (£),Investment to reduce backlog maintenance - non Critical Infrastructure Risk (£),Inflation element of the total cost to eradicate backlog maintenance (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Fossil-fuel led CHP units operated on site (No.),Thermal energy consumption (KWh),Electrical energy consumption (KWh),Electricity - green electricity tariff costs (£),Electricity - green electricity consumed (kWh),Electricity - trust owned solar costs (£),Electricity - trust owned solar consumed (kWh),Electricity - third party owned solar costs (£),Electricity - third party owned solar consumed (kWh),Electricity - other renewables costs (£),Electricity - other renewables consumed (kWh),Electricity - other costs (£),Electricity - other consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Non-fossil fuel - renewable costs (£),Non-fossil fuel - renewable consumed (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Solar electricity generated (kWh),Maximum electrical demand (kW),Available electrical capacity (kVA),Number of primary heating gas boilers older than 10 years (100kW and above) (No.),Number of primary heating gas boilers older than 10 years (less than 100kW) (No.),Heat pumps installed on site (No.),Buildings with an electricity meter (No.),LED lighting coverage (%),Oil-led heating sources (No.),Fossil fuel heating replacement date (Select),Heat decarbonisation plan (Select),Water and sewerage cost (£),Water volume (including borehole) (m³),Buildings with a water meter (No.),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste (excluding incineration) processed on site cost (£),Clinical waste (excluding incineration) processed on site volume (Tonnes),Clinical waste processed at municipal waste plants cost (£),Clinical waste processed at municipal waste plants volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (excluding incineration) processed on site cost (£),Domestic waste (excluding incineration) processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service provision (Select),Cleaning service cost (£),Cleaning staff (WTE),Food service provision (Select),Inpatient food service cost (£),Inpatient food ingredients cost (£),Inpatient main meals requested (No.),Inpatient food model type (Select),Inpatient meal preparation (Select),Inpatient meals ordered with a digital or electronic meal ordering system (%),Other food services costs (£),Meals provided to A&E and urgent care patients (No.),Staff/visitor restaurant food model type (Select),Where are the staff/visitor main course options cooked (Select),Staff/visitor meals served (No.),Catering staff (WTE),Total food waste (all destinations and EWC codes) (Tonnes),Food waste generated from production (Tonnes),Food waste generated from plate waste (Tonnes),Food waste generated from unserved meals (Tonnes),Food waste generated from spoilage (Tonnes),Laundry and linen service provision (Select),Laundry and linen contracted full service cost (£),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Other laundry and linen expenditure (£),Onsite laundry (Select),Portering service provision (Select),Portering service cost (£),Portering staff (WTE),Portering job allocation method (Select),Clinical service incidents caused by estates and infrastructure failure related to Critical Infrastructure Risk (No),Clinical service incidents caused by estates and infrastructure failure related to non-Critical Infrastructure Risk (No),Clinical service incidents caused by estates and infrastructure failure - other (No),Estates and facilities related incidents related to Critical Infrastructure Risk (No.),Estates and facilities related incidents related to Non-Critical Infrastructure Risk (No),Estates and facilities incidents related - other (No),Overheating occurrences triggering a risk assessment (No.),Estates and facilities RIDDOR incidents (No),Flood occurrences triggering a risk assessment (No),Most clinically impactful - Incident type (Select),Most clinically impactful - Cost to rectify estates and infrastructure failure (£),Most clinically impactful - Down time as a result of estates and infrastructure failure (Hrs),Most clinically impactful - Lost clinical time as a result of estates and infrastructure failure (Hrs),Most clinically impactful - Lost clinical income (£),Most clinically impactful - Number of recurring incidents (No.),Second most clinically impactful - Incident type (Select),Second most clinically impactful - Cost to rectify estates and infrastructure failure (£),Second most clinically impactful - Down time as a result of estates and infrastructure failure (Hrs),Second most clinically impactful - Lost clinical time as a result of estates and infrastructure failure (Hrs),Second most clinically impactful - Lost clinical income (£),Second most clinically impactful - Number of recurring incidents (No.),Third most clinically impactful - Incident type (Select),Third most clinically impactful - Cost to rectify estates and infrastructure failure (£),Third most clinically impactful - Down time as a result of estates and infrastructure failure (Hrs),Third most clinically impactful - Lost clinical time as a result of estates and infrastructure failure (Hrs),Third most clinically impactful - Lost clinical income (£),Third most clinically impactful - Number of recurring incidents (No.)
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,C5Y2X,LANCE BURN HEALTH CENTRE,M6 5QX,NHS GREATER MANCHESTER ICB,SALFORD CITY COUNCIL,Non inpatient,Leased from NHS Property Services,Medical / Treatment centre /clinic,Leased and fully serviced by the landlord,0,0,0,80510,0,0,0,0,N/A,N/A,0,N/A,N/A,N/A,80510,516,1455,N/A,N/A,0,0,0,516,0,0,0,0,0,0,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,100,0,0,0,0,0,0,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,No,N/A,N/A,N/A,No meal provision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,C9Y7X,CRESCENT BANK,M8 9JS,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,Non inpatient,Leased from NHS Property Services,Medical / Treatment centre /clinic,Leased and fully serviced by the landlord,0,0,0,67722,0,0,0,0,N/A,N/A,0,N/A,N/A,N/A,67722,565,1594,N/A,N/A,0,0,0,565,0,0,0,0,0,0,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,100,0,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,No,N/A,N/A,N/A,No meal provision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,E4D1L,WYTHENSHAWE OFFICES,M22 4PJ,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,Non inpatient,Leased from NHS Property Services,Administration,Leased and fully serviced by the landlord,0,0,0,12052,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,12052,757,2135,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,757,0,N/A,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,100,0,0,0,0,0,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,H4S9Q-X,MLCO VIRTUAL WARD,M18 8HE,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,Non inpatient,Leased from commercial organisation - lease greater than 99 years,Community hospital / clinic (no inpatient beds),Leased and fully serviced by the landlord,0,0,0,268261,0,0,0,0,N/A,N/A,0,N/A,N/A,N/A,268261,1175,3357,N/A,N/A,0,0,0,1175,0,0,0,0,0,0,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,0,0,0,0,0,0,0,0,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,No,N/A,N/A,N/A,No meal provision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,I0Z5L,MEDICAL RECORD 2 ASHBURY'S BUSINESS CENTRE,M12 5BX,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,Non inpatient,Leased from commercial organisation - lease less than 99 years,Administration,Leased and fully serviced by the Trust,0,0,0,33600,16498,0,0,0,29059,0,N/A,2672,0,1350,50098,618,1669,N/A,N/A,N/A,N/A,N/A,N/A,618,0,0,0,0,N/A,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,0,43806,5507,0,81 - 100%,Trust/Internal survey,N/A,N/A,2021,0,0,2120,0,0,0,100,0,0,0,0,0,100,0,N/A,N/A,0,0,0,0,0,0,0,0,14339,72748,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,100,0,2029-30 Onwards,Yes,0,0,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Outsourced,6273,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,I5U0V,MEDICAL RECORDS 1 DELTA INDUSTRIAL ESTATE,M18 8DB,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,Non inpatient,Leased from commercial organisation - lease less than 99 years,Administration,Leased and fully serviced by the Trust,0,0,0,81600,35061,0,0,0,66723,0,N/A,6136,0,3099,116661,1419,3831,N/A,N/A,N/A,N/A,N/A,N/A,1419,0,0,0,0,N/A,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,0,56322,79477,0,81 - 100%,Trust/Internal survey,N/A,N/A,2021,0,0,5839,0,0,0,100,0,0,0,0,0,100,0,N/A,N/A,0,0,0,0,0,0,0,0,31712,122434,4163,18700,0,0,0,0,0,0,0,0,51,176,0,0,0,1,100,0,2029-30 Onwards,Yes,4521,313,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,3360,25.2,0,0,0,0,0,0,0,No,Outsourced,21643,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,O3L2I,MEDWAY HEALTH CENTRE,M33 4PS,NHS GREATER MANCHESTER ICB,TRAFFORD METROPOLITAN BOROUGH COUNCIL,Non inpatient,Freehold,Medical / Treatment centre /clinic,N/A,28554,55713,0,0,4414,0,0,N/A,41659,0,0,3122,35369,1577,88681,784,2211,0.36,0,0,0,0,784,0,0,0,0,0,0,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,40677,110028,13267,81 - 100%,Trust/Internal survey,N/A,N/A,2021,0,0,7051,0,0,0,0,100,0,0,0,0,100,0,N/A,N/A,0,0,0,0,0,0,0,0,12248,72186,9055,67134,0,0,0,0,0,0,0,0,14,0,0,3,0,1,100,0,2029-30 Onwards,Yes,0,0,1,283,0.33,454,1.09,0,0,0,0,0,0,0,0,0,0,782,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Outsourced,22319,0.64,No meal provision,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No service provision,N/A,N/A,N/A,N/A,N/A,N/A,No portering service,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,R0A01,ISLAND SITE,M13 9WL,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,General acute hospital,Part site - Private Finance Initiative (PFI),N/A,N/A,11066555,13293489,375818,555147,5059118,30423296,0,N/A,12228024,281502,2731772,35292,5697311,3380650,60773423,292119,823776,18,0,542,11687,1812,116446,543,544,172,9042,720,0,71312,1684,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,291,26,71,0,5629071,10377328,13609273,81 - 100%,Other,Other,N/A,2021,5600000,0,1273474,0,0,89,5,0,0,0,0,6,100,0,N/A,N/A,0,0,0,0,0,0,0,0,7229359,51764073,3926835,78580834,86436,1137230,0,0,100466,0,0,0,10136,10350,14,4,1,25,7,1,2029-30 Onwards,Yes,1028311,344254,20,337117,522.94,538866,837.03,386605,556.95,0,0,0,0,0,0,34518,142.89,339095,1403.71,38826,160.72,0,0,29117,397.87,658666,2670471,4346,174,14,1,0,No,Outsourced,13645740,275.6,Inpatient meals only,7164745,0,1321608,Cook-freeze bulk/buffet,External food supplier - Ordered by catering FM provider,100,91719,0,Cook-freeze bulk/buffet,External food supplier - Ordered by catering FM provider,227316,144.07,161.39,0,0,0,0,Contracted – Full service,2591524,N/A,N/A,4600675,0,No,Hybrid,3240380,77.01,Digital System (App/ Hand-held Device),0,5,1,8,26,42,14,7,2,Ventilation systems,0,95,0,0,1,Fixed plant / Equipment,0,95,0,0,0,Electrical systems,0,4,4,0,0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,R0A06,UNIVERSITY DENTAL HOSPITAL OF MANCHESTER,M15 6FH,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,Non inpatient,SLA/lease from public sector,Day hospital,Leased and fully serviced by the Trust,115102,137006,0,0,121144,0,0,0,377328,8687,84296,1089,175806,104319,373252,9731,27441,N/A,N/A,0,32,0,5028,0,0,0,0,0,0,3406,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,5042905,3410610,1306879,81 - 100%,Formal 6 facet survey,N/A,2021,N/A,263077,0,0,0,0,0,0,0,0,0,0,100,100,0,N/A,N/A,0,0,0,0,0,0,0,0,172615,1098320,80454,1333971,0,0,0,0,0,0,0,0,260,400,0,0,0,1,40,0,2029-30 Onwards,Yes,19362,6391,1,1443,2.27,381,0.6,19094,30.04,0,0,0,0,0,0,0,0,4714,19.52,0,0,0,0,636,7.51,0,0,0,0,0,0,0,No,Outsourced,421076,9.18,No meal provision,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No service provision,N/A,N/A,N/A,N/A,N/A,N/A,Outsourced,55963,1.33,Digital System (App/ Hand-held Device),0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Signed Off,R0A07,WYTHENSHAWE HOSPITAL,M23 9LT,NHS GREATER MANCHESTER ICB,MANCHESTER CITY COUNCIL,General acute hospital,Part site - Private Finance Initiative (PFI),N/A,N/A,8049521,8233369,103937,568169,2298994,2961930,0,N/A,7047179,0,1245099,576760,4008438,750581,22215920,125601,303963,28,0,0,3116,738,87265,435,701,196,221,411,1983,30334,201,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,174,130,4,0,11726000,12802601,7856382,81 - 100%,Formal 6 facet survey,N/A,2021,N/A,6055299,0,0,3.12,11.98,31.31,6.42,2.44,32.55,6.78,0,5.4,100,1,16855358,15492057,0,0,1,154726,0,0,0,0,1156032,6383916,2471871,54619335,5459,72634,0,0,2051709,0,0,154726,3844,5490,15,6,5,9,100,0,2029-30 Onwards,Yes,535850,163470,7,155701,180.21,394268,948.44,61545,85.88,0,0,0,0,0,0,6133,113.54,168234,613.66,20411,144.73,0,0,57164,180,918773,228725,2921,94,0,1.5,0,No,Outsourced,9908657,270.21,Combination - inpatient and outpatient meals,4748623,0,782558,Cook-freeze bulk/buffet,External food supplier - Ordered by catering FM provider,100,665508,0,Cook-freeze bulk/buffet,External food supplier - Ordered by catering FM provider,97687,41.1,144.73,0,0,0,0,Contracted – Full service,2192812,N/A,N/A,4570387,0,No,Outsourced,2896651,97.17,Digital System (App/ Hand-held Device),0,1,2,7,21,18,0,2,0,Hot and cold water systems,0,168,56,0,0,External fabric,0,0,0,0,0,Miscellaneous,0,0,0,0,0
